name,generation,status,type_number,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,percentage_male,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
Wishiwashi School Form,7,Normal,1,Water,none,8.2,78.6,620,45,140,130,140,135,30,60,70,217,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Mareanie,7,Normal,2,Poison,Water,0.4,8,305,50,53,62,43,52,45,190,70,61,50,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
Toxapex,7,Normal,2,Poison,Water,0.7,14.5,495,50,63,152,53,142,35,75,70,173,50,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
Mudbray,7,Normal,1,Ground,none,1,110,385,70,100,70,45,55,45,190,70,77,50,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
Mudsdale,7,Normal,1,Ground,none,2.5,920,500,100,125,100,55,85,35,60,70,175,50,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
Dewpider,7,Normal,2,Water,Bug,0.3,4,269,38,40,52,40,72,27,200,70,54,50,1,0.5,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
Araquanid,7,Normal,2,Water,Bug,1.8,82,454,68,70,92,50,132,42,100,70,159,50,1,0.5,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
Fomantis,7,Normal,1,Grass,none,0.3,1.5,250,40,55,35,50,35,35,190,70,50,50,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Lurantis,7,Normal,1,Grass,none,0.9,18.5,480,70,105,90,80,90,45,75,70,168,50,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Morelull,7,Normal,2,Grass,Fairy,0.2,1.5,285,40,35,55,65,75,15,190,70,57,50,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
Shiinotic,7,Normal,2,Grass,Fairy,1,11.5,405,60,45,80,90,100,30,75,70,142,50,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
Salandit,7,Normal,2,Poison,Fire,0.6,4.8,320,48,44,40,71,40,77,120,70,64,87.5,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25
Salazzle,7,Normal,2,Poison,Fire,1.2,22.2,480,68,64,60,111,60,117,45,70,168,0,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25
Stufful,7,Normal,2,Normal,Fighting,0.5,6.8,340,70,75,50,45,50,50,140,70,68,50,1,2,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2
Bewear,7,Normal,2,Normal,Fighting,2.1,135,500,120,125,80,55,60,60,70,70,175,50,1,2,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2
Bounsweet,7,Normal,1,Grass,none,0.3,3.2,210,42,30,38,30,38,32,235,70,42,0,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Steenee,7,Normal,1,Grass,none,0.7,8.2,290,52,40,48,40,48,62,120,70,102,0,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Tsareena,7,Normal,1,Grass,none,1.2,21.4,510,72,120,98,50,98,72,45,70,230,0,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Comfey,7,Normal,1,Fairy,none,0.1,0.3,485,51,52,90,82,110,100,60,70,170,25,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Oranguru,7,Normal,2,Normal,Psychic,1.5,76,490,90,60,80,90,110,60,45,70,172,50,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1
Passimian,7,Normal,1,Fighting,none,2,82.8,490,100,120,90,40,60,80,45,70,172,50,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Wimpod,7,Normal,2,Bug,Water,0.5,12,230,25,35,40,20,30,80,90,70,46,50,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
Golisopod,7,Normal,2,Bug,Water,2,108,530,75,125,140,60,90,40,45,70,186,50,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
Sandygast,7,Normal,2,Ghost,Ground,0.5,70,320,55,55,80,70,45,15,140,70,64,50,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
Palossand,7,Normal,2,Ghost,Ground,1.3,250,480,85,75,110,100,75,35,60,70,168,50,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
Pyukumuku,7,Normal,1,Water,none,0.3,1.2,410,55,60,130,30,130,5,60,70,144,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Type: Null,7,Sub Legendary,1,Normal,none,1.9,120.5,534,95,95,95,95,95,59,3,0,107,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Silvally,7,Sub Legendary,1,Normal,none,2.3,100.5,570,95,95,95,95,95,95,3,0,257,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Minior Meteor Form,7,Normal,2,Rock,Flying,0.3,40,440,60,60,100,60,100,60,30,70,154,,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
Minior Core Form,7,Normal,2,Rock,Flying,0.3,0.3,500,60,100,60,100,60,120,30,70,175,,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
Komala,7,Normal,1,Normal,none,0.4,19.9,480,65,115,65,75,95,65,45,70,168,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Turtonator,7,Normal,2,Fire,Dragon,2,212,485,60,78,135,91,85,36,70,70,170,50,1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1
Togedemaru,7,Normal,2,Electric,Steel,0.3,3.3,435,65,98,63,40,73,96,180,70,152,50,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
Mimikyu,7,Normal,2,Ghost,Fairy,0.2,0.7,476,55,90,80,50,105,96,45,70,167,50,0,1,1,1,1,1,0,1,1,1,1,0.25,1,2,0,1,2,1
Bruxish,7,Normal,2,Water,Psychic,0.9,19,475,68,105,70,70,70,92,80,70,166,50,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
Drampa,7,Normal,2,Normal,Dragon,3,185,485,78,60,85,135,91,36,70,70,170,50,1,0.5,0.5,0.5,0.5,2,2,1,1,1,1,1,1,0,2,1,1,2
Dhelmise,7,Normal,2,Ghost,Grass,3.9,210,517,70,131,100,86,90,40,25,70,181,,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Jangmo-o,7,Normal,1,Dragon,none,0.6,29.7,300,45,55,65,45,45,45,45,70,60,50,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
Hakamo-o,7,Normal,2,Dragon,Fighting,1.2,47,420,55,75,90,65,70,65,45,70,147,50,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4
Kommo-o,7,Normal,2,Dragon,Fighting,1.6,78.2,600,75,110,125,100,105,85,45,70,270,50,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4
Tapu Koko,7,Sub Legendary,2,Electric,Fairy,1.8,20.5,570,70,115,85,95,75,130,3,70,257,,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1
Tapu Lele,7,Sub Legendary,2,Psychic,Fairy,1.2,18.6,570,70,85,75,130,115,95,3,70,257,,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
Tapu Bulu,7,Sub Legendary,2,Grass,Fairy,1.9,45.5,570,70,130,115,85,95,75,3,70,257,,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
Tapu Fini,7,Sub Legendary,2,Water,Fairy,1.3,21.2,570,70,75,115,95,130,85,3,70,257,,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
Cosmog,7,Legendary,1,Psychic,none,0.2,0.1,200,43,29,31,29,31,37,45,0,40,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Cosmoem,7,Legendary,1,Psychic,none,0.1,999.9,400,43,29,131,29,131,37,45,0,140,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Solgaleo,7,Legendary,2,Psychic,Steel,3.4,230,680,137,137,107,113,89,97,45,0,306,,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
Lunala,7,Legendary,2,Psychic,Ghost,4,120,680,137,113,89,137,107,97,45,0,306,,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1
Nihilego,7,Sub Legendary,2,Rock,Poison,1.2,55.5,570,109,53,47,127,131,103,45,0,257,,0.5,0.5,2,1,1,1,1,0.25,4,0.5,2,0.5,1,1,1,1,2,0.5
Buzzwole,7,Sub Legendary,2,Bug,Fighting,2.4,333.6,570,107,139,139,53,53,79,45,0,257,,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2
Pheromosa,7,Sub Legendary,2,Bug,Fighting,1.8,25,570,71,137,37,137,37,151,45,0,257,,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2
Xurkitree,7,Sub Legendary,1,Electric,none,3.8,100,570,83,89,71,173,71,83,45,0,257,,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Celesteela,7,Sub Legendary,2,Steel,Flying,9.2,999.9,570,97,101,103,107,101,61,45,0,257,,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5
Kartana,7,Sub Legendary,2,Grass,Steel,0.3,0.1,570,59,181,131,59,31,109,45,0,257,,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
Guzzlord,7,Sub Legendary,2,Dark,Dragon,5.5,888,570,223,101,53,97,53,43,45,0,257,,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
Necrozma,7,Legendary,1,Psychic,none,2.4,230,600,97,107,101,127,89,79,255,0,270,,1,1,1,1,1,1,0.5,1,1,1,0.5,1.5,1,1.5,1,1.5,1,1
Dusk Mane Necrozma,7,Legendary,2,Psychic,Steel,3.8,460,680,97,157,127,113,109,77,3,0,306,,0.5,1.5,1,1,0.5,0.5,1,0,1.5,0.5,0.25,1,0.5,1.5,0.5,1.5,0.5,0.5
Dawn Wings Necrozma,7,Legendary,2,Psychic,Ghost,4.2,350,680,97,113,109,157,127,77,3,0,306,,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,3,1,3,1,1
Ultra Necrozma,7,Legendary,2,Psychic,Dragon,7.5,230,754,97,167,97,167,97,129,3,0,339,,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2
Magearna,7,Mythical,2,Steel,Fairy,1,80.5,600,80,95,115,130,115,65,3,0,270,,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
Marshadow,7,Mythical,2,Fighting,Ghost,0.7,22.2,600,90,125,80,90,90,125,3,0,270,,0,1,1,1,1,1,0,0.5,1,2,2,0.25,0.5,2,1,1,1,2
Poipole,7,Sub Legendary,1,Poison,none,0.6,1.8,420,67,73,67,73,67,73,45,0,189,,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
Naganadel,7,Sub Legendary,2,Poison,Dragon,3.6,150,540,73,73,73,127,73,121,45,0,243,,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1
Stakataka,7,Sub Legendary,2,Rock,Steel,5.5,820,570,61,131,211,53,101,13,30,0,257,,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
Blacephalon,7,Sub Legendary,2,Fire,Ghost,1.8,13,570,53,127,53,151,79,107,30,0,257,,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
Zeraora,7,Mythical,1,Electric,none,1.5,44.5,600,88,112,75,102,80,143,3,0,270,,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Meltan,7,Mythical,1,Steel,none,0.2,8,300,46,65,65,55,35,34,,,,,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
Melmetal,7,Mythical,1,Steel,none,2.5,800,600,135,143,143,80,65,34,,,,,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
Grookey,8,Normal,1,Grass,none,0.3,5,310,50,65,50,40,40,65,,,,,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Thwackey,8,Normal,1,Grass,none,0.7,14,420,70,85,70,55,60,80,,,,,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Rillaboom,8,Normal,1,Grass,none,2.1,90,530,100,125,90,60,70,85,,,,,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Scorbunny,8,Normal,1,Fire,none,0.3,4.5,310,50,71,40,40,40,69,,,,,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Raboot,8,Normal,1,Fire,none,0.6,9,420,65,86,60,55,60,94,,,,,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Cinderace,8,Normal,1,Fire,none,1.4,33,530,80,116,75,65,75,119,,,,,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Sobble,8,Normal,1,Water,none,0.3,4,310,50,40,40,70,40,70,,,,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Drizzile,8,Normal,1,Water,none,0.7,11.5,420,65,60,55,95,55,90,,,,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Inteleon,8,Normal,1,Water,none,1.9,45.2,530,70,85,65,125,65,120,,,,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Skwovet,8,Normal,1,Normal,none,0.3,2.5,275,70,55,55,35,35,25,,,,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Greedent,8,Normal,1,Normal,none,0.6,6,460,120,95,95,55,75,20,,,,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Rookidee,8,Normal,1,Flying,none,0.2,1.8,245,38,47,35,33,35,57,,,,,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1
Corvisquire,8,Normal,1,Flying,none,0.8,16,365,68,67,55,43,55,77,,,,,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1
Corviknight,8,Normal,2,Flying,Steel,2.2,75,495,98,87,105,53,85,67,,,,,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5
Blipbug,8,Normal,1,Bug,none,0.4,8,180,25,20,20,25,45,45,,,,,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
Dottler,8,Normal,2,Bug,Psychic,0.4,19.5,335,50,35,80,50,90,30,,,,,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1
Orbeetle,8,Normal,2,Bug,Psychic,0.4,40.8,505,60,45,110,80,120,90,,,,,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1
Nickit,8,Normal,1,Dark,none,0.6,8.9,245,40,28,28,47,52,50,,,,,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
Thievul,8,Normal,1,Dark,none,1.2,19.9,455,70,58,58,87,92,90,,,,,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
Gossifleur,8,Normal,1,Grass,none,0.4,2.2,250,40,40,60,40,60,10,,,,,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Eldegoss,8,Normal,1,Grass,none,0.5,2.5,460,60,50,90,80,120,60,,,,,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Wooloo,8,Normal,1,Normal,none,0.6,6,270,42,40,55,40,45,48,,,,,1,2,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Dubwool,8,Normal,1,Normal,none,1.3,43,490,72,80,100,60,90,88,,,,,1,2,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Chewtle,8,Normal,1,Water,none,0.3,8.5,284,50,64,50,38,38,44,,,,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Drednaw,8,Normal,2,Water,Rock,1,115.5,485,90,115,90,48,68,74,,,,,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
Yamper,8,Normal,1,Electric,none,0.3,13.5,270,59,45,50,40,50,26,,,,,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Boltund,8,Normal,1,Electric,none,1,34,490,69,90,60,90,60,121,,,,,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Rolycoly,8,Normal,1,Rock,none,0.3,12,240,30,40,50,40,50,30,,,,,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
Carkol,8,Normal,2,Rock,Fire,1.1,78,410,80,60,90,60,70,50,,,,,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5
Coalossal,8,Normal,2,Rock,Fire,2.8,310.5,510,110,80,120,80,90,30,,,,,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5
Applin,8,Normal,2,Grass,Dragon,0.2,0.5,260,40,40,80,40,40,20,,,,,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
Flapple,8,Normal,2,Grass,Dragon,0.3,1,485,70,110,80,95,60,70,,,,,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
Appletun,8,Normal,2,Grass,Dragon,0.4,13,485,110,85,80,100,80,30,,,,,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
Silicobra,8,Normal,1,Ground,none,2.2,7.6,315,52,57,75,35,50,46,,,,,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
Sandaconda,8,Normal,1,Ground,none,3.8,65.5,510,72,107,125,65,70,71,,,,,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
Cramorant,8,Normal,2,Flying,Water,0.8,18,475,70,85,55,85,95,85,,,,,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
Arrokuda,8,Normal,1,Water,none,0.5,1,280,41,63,40,40,30,66,,,,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Barraskewda,8,Normal,1,Water,none,1.3,30,490,61,123,60,60,50,136,,,,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Toxel,8,Normal,2,Electric,Poison,0.4,11,242,40,38,35,54,35,40,,,,,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5
Toxtricity Low Key Form,8,Normal,2,Electric,Poison,1.6,40,502,75,98,70,114,70,75,,,,,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5
Toxtricity Amped Form,8,Normal,2,Electric,Poison,1.6,40,502,75,98,70,114,70,75,,,,,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5
Sizzlipede,8,Normal,2,Fire,Bug,0.7,1,305,50,65,45,50,50,45,,,,,1,0,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
Centiskorch,8,Normal,2,Fire,Bug,3,120,525,100,115,65,90,90,65,,,,,1,0,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
Clobbopus,8,Normal,1,Fighting,none,0.6,4,310,50,68,60,50,50,32,,,,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Grapploct,8,Normal,1,Fighting,none,1.6,39,480,80,118,90,70,80,42,,,,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Sinistea,8,Normal,1,Ghost,none,0.1,0.2,308,40,45,45,74,54,50,,,,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
Polteageist,8,Normal,1,Ghost,none,0.2,0.4,508,60,65,65,134,114,70,,,,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
Hatenna,8,Normal,1,Psychic,none,0.4,3.4,265,42,30,45,56,53,39,,,,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Hattrem,8,Normal,1,Psychic,none,0.6,4.8,370,57,40,65,86,73,49,,,,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Hatterene,8,Normal,2,Psychic,Fairy,2.1,5,510,57,90,95,136,103,29,,,,,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
Impidimp,8,Normal,2,Dark,Fairy,0.4,5.5,265,45,45,30,55,40,50,,,,,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2
Morgrem,8,Normal,2,Dark,Fairy,0.8,12.5,370,65,60,45,75,55,70,,,,,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2
Grimmsnarl,8,Normal,2,Dark,Fairy,1.5,61,510,95,120,65,95,75,60,,,,,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2
Obstagoon,8,Normal,2,Dark,Normal,1.6,46,520,93,90,101,60,81,95,,,,,1,1,1,1,1,1,4,1,1,1,0,2,1,0,1,0.5,1,2
Perrserker,8,Normal,1,Steel,none,0.8,28,440,70,110,100,50,60,50,,,,,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
Cursola,8,Normal,1,Ghost,none,1,0.4,510,60,95,50,145,130,30,,,,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
Sirfetch'd,8,Normal,1,Fighting,none,0.8,117,507,62,135,95,68,82,65,,,,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Mr. Rime,8,Normal,2,Psychic,Ice,1.5,58.2,520,80,85,75,110,100,70,,,,,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1
Runerigus,8,Normal,2,Ground,Ghost,1.6,66.6,483,58,95,145,50,105,30,,,,,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
Milcery,8,Normal,1,Fairy,none,0.2,0.3,270,45,40,40,50,61,34,,,,,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Alcremie,8,Normal,1,Fairy,none,0.3,0.5,495,65,60,75,110,121,64,,,,,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Falinks,8,Normal,1,Fighting,none,3,62,470,65,100,100,70,60,75,,,,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Pincurchin,8,Normal,1,Electric,none,0.3,1,435,48,101,95,91,85,15,,,,,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Snom,8,Normal,2,Ice,Bug,0.3,3.8,185,30,25,35,45,30,20,,,,,1,4,1,1,0.5,0.5,1,1,0.5,2,1,1,4,1,1,1,2,1
Frosmoth,8,Normal,2,Ice,Bug,1.3,42,475,70,65,60,125,90,65,,,,,1,4,1,1,0.5,0.5,1,1,0.5,2,1,1,4,1,1,1,2,1
Stonjourner,8,Normal,1,Rock,none,2.5,520,470,100,125,135,20,20,70,,,,,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
Eiscue Ice Face,8,Normal,1,Ice,none,1.4,89,470,75,80,110,65,90,50,,,,,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Eiscue Noice Face,8,Normal,1,Ice,none,1.4,89,470,75,80,70,65,50,130,,,,,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Indeedee Male,8,Normal,2,Psychic,Normal,0.9,28,475,60,65,55,105,95,95,,,,,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1
Indeedee Female,8,Normal,2,Psychic,Normal,0.9,28,475,70,55,65,95,105,85,,,,,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1
Morpeko Full Belly Mode,8,Normal,2,Electric,Dark,0.3,3,436,58,95,58,70,58,97,,,,,1,1,1,0.5,1,1,2,1,2,0.5,0,2,1,0.5,1,0.5,0.5,2
Morpeko Hangry Mode,8,Normal,2,Electric,Dark,0.3,3,436,58,95,58,70,58,97,,,,,1,1,1,0.5,1,1,2,1,2,0.5,0,2,1,0.5,1,0.5,0.5,2
Cufant,8,Normal,1,Steel,none,1.2,100,330,72,80,49,40,49,40,,,,,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
Copperajah,8,Normal,1,Steel,none,3,650,500,122,130,69,80,69,30,,,,,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
Dracozolt,8,Normal,2,Electric,Dragon,1.8,190,505,90,100,90,80,70,75,,,,,1,0.5,0.5,0,0.5,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2
Arctozolt,8,Normal,2,Electric,Ice,2.3,150,505,90,100,90,90,80,55,,,,,1,2,1,0,1,0.5,2,1,2,0.5,1,1,2,1,1,1,1,1
Dracovish,8,Normal,2,Water,Dragon,2.3,215,505,90,90,100,70,80,75,,,,,1,0.25,0,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2
Arctovish,8,Normal,2,Water,Ice,2,175,505,90,90,100,80,90,55,,,,,1,1,0,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
Duraludon,8,Normal,2,Steel,Dragon,1.8,40,535,70,95,115,120,50,85,,,,,0.5,1,0.5,0.5,0.25,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1
